transect_number,quadrat,species,percent_cover
14,8,schoenus apogon,0.5
14,8,romulea rosea,2
14,8,nassella trichotoma,0.5
14,8,plantago lanceolata,0.5
14,8,rytidosperma bipartitum,0.5
14,8,BG,40
14,9,avena fatua,0.5
14,9,themeda triandra,30
14,9,plantago lanceolata,0.5
14,9,lolium perenne,0.5
14,9,nassella trichotoma,1
14,9,austrostipa curticoma,25
14,9,romulea rosea,2
14,9,BG,40
14,10,themeda triandra,70
14,10,avena fatua,1
14,10,romulea rosea,0.5
14,10,nassella trichotoma,0.5
14,10,aira caryophyllea,0.5
14,10,lolium perenne,0.5
14,10,BG,20
15,1,themeda triandra,30
15,1,avena fatua,0.5
15,1,plantago lanceolata,0.5
15,1,vulpia bromoides,10
15,1,rytidosperma setaceum,1
15,1,austrostipa bigeniculata,0.5
15,1,bromus hordeaceus,0.5
15,1,briza maxima,0.5
15,1,convolvulus angustissimus,0.5
15,1,BG,50
15,2,themeda triandra,50
15,2,avena fatua,0.5
15,2,rytidosperma setaceum,1
15,2,oxalis perennans,2
15,2,romulea rosea,2
15,2,BG,30
15,3,themeda triandra,60
15,3,romulea rosea,1
15,3,vulpia bromoides,2
15,3,BG,20
15,4,themeda triandra,60
15,4,avena fatua,0.5
15,4,romulea rosea,0.5
15,4,aira caryophyllea,0.5
15,4,vulpia bromoides,1
15,4,oxalis perennans,1
15,4,rytidosperma setaceum,0.5
15,4,briza minor,0.5
15,4,BG,40
15,5,themeda triandra,60
15,5,romulea rosea,1
15,5,aira caryophyllea,0.5
15,5,BG,40
15,6,themeda triandra,40
15,6,avena fatua,0.5
15,6,vulpia bromoides,5
15,6,romulea rosea,0.5
15,6,plantago lanceolata,0.5
15,6,aira caryophyllea,0.5
15,6,BG,50
15,7,themeda triandra,50
15,7,avena fatua,0.5
15,7,vulpia bromoides,2
15,7,romulea rosea,1
15,7,austrostipa bigeniculata,0.5
15,7,senecio quadridentatus,0.5
15,7,rytidosperma setaceum,0.5
15,7,BG,45
15,8,themeda triandra,60
15,8,avena fatua,0.5
15,8,austrostipa bigeniculata,0.5
15,8,rutidosis leptorrhynchoides,0.5
15,8,aira caryophyllea,0.5
15,8,romulea rosea,1
15,8,oxalis perennans,1
15,8,BG,30
15,9,themeda triandra,50
15,9,romulea rosea,1
15,9,rytidosperma setaceum,1
15,9,convolvulus angustissimus,0.5
15,9,aira caryophyllea,0
15,9,BG,30
15,10,themeda triandra,50
15,10,rytidosperma setaceum,0.5
15,10,romulea rosea,2
15,10,vulpia bromoides,1
15,10,podolepis jaceoides,0.5
15,10,austrostipa bigeniculata,0.5
15,10,aira caryophyllea,0.5
15,10,plantago lanceolata,0.5
15,10,BG,50
23,1,rytidosperma setaceum,15
23,1,austrostipa bigeniculata,5
23,1,bromus hordeaceus,1
23,1,avena fatua,0.5
23,1,oxalis perennans,0.5
23,1,chloris truncata,5
23,1,themeda triandra,1
23,1,romulea rosea,1
23,1,nassella neesiana,5
23,1,vulpia bromoides,0.5
23,1,BG,30
23,2,themeda triandra,70
23,2,avena fatua,1
23,2,vulpia bromoides,0.5
23,2,bromus hordeaceus,0.5
23,2,romulea rosea,0.5
23,2,centaurium sp.,0.5
23,2,BG,20
23,3,themeda triandra,75
23,3,avena fatua,0.5
23,3,briza minor,0.5
23,3,romulea rosea,0.5
23,3,aira caryophyllea,0.5
23,3,BG,20
23,4,themeda triandra,70
23,4,avena fatua,0.5
23,4,rytidosperma setaceum,0.5
23,4,romulea rosea,0.5
23,4,aira caryophyllea,0.5
23,4,vulpia bromoides,0.5
23,4,BG,30
23,5,trifolium angustifolium,1
23,5,themeda triandra,70
23,5,avena fatua,0.5
23,5,romulea rosea,0.5
23,5,melilotus indicus,0.5
23,5,BG,30
23,6,themeda triandra,60
23,6,aira caryophyllea,0.5
23,6,romulea rosea,0.5
23,6,rytidosperma racemosum,0.5
23,6,BG,40
23,7,themeda triandra,30
23,7,avena fatua,0.5
23,7,romulea rosea,0.5
23,7,BG,50
23,8,sonchus asper,2
23,8,avena fatua,0.5
23,8,rytidosperma setaceum,5
23,8,themeda triandra,10
23,8,chloris truncata,0.5
23,8,rytidosperma racemosum,1
23,8,romulea rosea,1
23,8,vulpia bromoides,1
23,8,chrysocephalum apiculatum,0.5
23,8,austrostipa bigeniculata,2
23,8,*brassicaceae sp.,0.5
23,8,rytidosperma fulvum,0.5
23,8,BG,50
23,9,rytidosperma racemosum,10
23,9,themeda triandra,5
23,9,rytidosperma setaceum,5
23,9,avena fatua,0.5
23,9,romulea rosea,0.5
23,9,sonchus asper,0.5
23,9,vulpia bromoides,0.5
23,9,austrostipa bigeniculata,1
23,9,BG,20
23,10,themeda triandra,70
23,10,avena fatua,0.5
23,10,elymus scaber,0.5
23,10,romulea rosea,0.5
23,10,aira caryophyllea,0.5
23,10,BG,25
24,1,themeda triandra,30
24,1,rytidosperma setaceum,1
24,1,elymus scaber,0.5
24,1,vulpia bromoides,2
24,1,nassella neesiana,1
24,1,sonchus asper,0.5
24,1,romulea rosea,0.5
24,1,melilotus indicus,0.5
24,1,BG,50
24,2,themeda triandra,50
24,2,avena fatua,0.5
24,2,melilotus indicus,5
24,2,romulea rosea,1
24,2,vulpia bromoides,0.5
24,2,BG,40
24,3,themeda triandra,50
24,3,avena fatua,0.5
24,3,aira caryophyllea,1
24,3,romulea rosea,1
24,3,vulpia bromoides,0.5
24,3,elymus scaber,0.5
24,3,briza minor,0.5
24,3,BG,40
24,4,themeda triandra,60
24,4,melilotus indicus,1
24,4,avena fatua,0.5
24,4,romulea rosea,1
24,4,aira caryophyllea,0.5
24,4,vulpia bromoides,0.5
24,4,briza minor,0.5
24,4,BG,40
24,5,themeda triandra,60
24,5,romulea rosea,0.5
24,5,melilotus indicus,0.5
24,5,aira caryophyllea,0.5
24,5,rytidosperma setaceum,0.5
24,5,BG,20
24,6,themeda triandra,60
24,6,avena fatua,0.5
24,6,romulea rosea,0.5
24,6,vulpia bromoides,0.5
24,6,BG,40
24,7,themeda triandra,60
24,7,avena fatua,0.5
24,7,romulea rosea,0.5
24,7,BG,30
24,8,themeda triandra,65
24,8,romulea rosea,1
24,8,briza minor,0.5
24,8,oxalis perennans,0.5
24,8,aira caryophyllea,0.5
24,8,avena fatua,0.5
24,8,BG,35
24,9,themeda triandra,55
24,9,avena fatua,0.5
24,9,romulea rosea,0.5
24,9,vulpia bromoides,2
24,9,BG,30
24,10,themeda triandra,50
24,10,avena fatua,0.5
24,10,rytidosperma racemosum,1
24,10,austrostipa bigeniculata,0.5
24,10,vulpia bromoides,5
24,10,vicia hirsuta,0.5
24,10,BG,40
20,1,nassella neesiana,2
20,1,plantago lanceolata,10
20,1,avena fatua,0.5
20,1,romulea rosea,40
20,1,asperula conferta,1
20,1,convolvulus angustissimus,1
20,1,elymus scaber,1
20,1,*Poaceae sp.,0.5
20,1,themeda triandra,1
20,1,BG,35
20,2,avena fatua,0.5
20,2,plantago lanceolata,10
20,2,convolvulus angustissimus,5
20,2,nassella trichotoma,1
20,2,briza maxima,0.5
20,2,nassella neesiana,30
20,2,romulea rosea,2
20,2,aira caryophyllea,0.5
20,2,briza minor,0.5
20,2,BG,50
20,3,nassella neesiana,15
20,3,plantago lanceolata,15
20,3,romulea rosea,10
20,3,nassella trichotoma,5
20,3,rytidosperma caespitosum,0.5
20,3,aira caryophyllea,0.5
20,3,BG,40
20,4,elymus scaber,0.5
20,4,plantago lanceolata,20
20,4,romulea rosea,5
20,4,nassella neesiana,2
20,4,nassella trichotoma,2
20,4,briza maxima,0.5
20,4,*Poaceae sp.,10
20,4,cheilanthes austrotenuifolia,0.5
20,4,oxalis perennans,1
20,4,BG,50
20,5,austrostipa bigeniculata,2
20,5,asperula conferta,1
20,5,plantago lanceolata,10
20,5,nassella trichotoma,2
20,5,acaena echinata,0.5
20,5,romulea rosea,2
20,5,aira caryophyllea,0.5
20,5,briza maxima,0.5
20,5,maireana enchylaenoides,0.5
20,5,solenogyne dominii,0.5
20,5,calocephalus citreus,1
20,5,convolvulus angustissimus,0.5
20,5,BG,70
20,6,elymus scaber,0.5
20,6,plantago lanceolata,10
20,6,romulea rosea,5
20,6,nassella trichotoma,5
20,6,nassella neesiana,40
20,6,chloris truncata,1
20,6,BG,40
20,7,nassella neesiana,60
20,7,plantago lanceolata,5
20,7,nassella trichotoma,2
20,7,convolvulus angustissimus,0.5
20,7,romulea rosea,5
20,7,BG,30
20,8,plantago lanceolata,20
20,8,romulea rosea,10
20,8,convolvulus angustissimus,5
20,8,nassella neesiana,25
20,8,oxalis perennans,1
20,8,nassella trichotoma,1
20,8,BG,40
20,9,plantago lanceolata,5
20,9,nassella trichotoma,1
20,9,austrostipa bigeniculata,5
20,9,rytidosperma setaceum,0.5
20,9,briza minor,0.5
20,9,romulea rosea,2
20,9,convolvulus angustissimus,0.5
20,9,BG,60
20,10,calocephalus citreus,0.5
20,10,plantago lanceolata,5
20,10,nassella trichotoma,1
20,10,briza minor,0.5
20,10,nassella neesiana,2
20,10,convolvulus angustissimus,5
20,10,chloris truncata,1
20,10,sonchus asper,0.5
20,10,avena fatua,0.5
20,10,BG,50
