transect_number,quadrat,species,percent_cover
28,10,oxalis perennans,1.0
28,10,lomandra filiformis,15.0
28,10,panicum effusum,4.0
28,10,rytidosperma spp.,10.0
28,10,themeda triandra,20.0
28,10,dichelachne crinita,1.0
28,10,BG,17.0
28,10,L,2.0
28,10,R,10.0
29,1,briza minor,0.5
29,1,centaurium erythraea,0.5
29,1,plantago gaudichaudii,3.0
29,1,calocephalus citreus,1.0
29,1,gonocarpus tetragynus,3.0
29,1,bossiaea prostrata,0.5
29,1,thelymitra pauciflora,0.5
29,1,themeda triandra,60.0
29,1,schoenus apogon,10.0
29,1,rytidosperma spp.,2.0
29,1,BG,21.0
29,1,LM,4.0
29,1,L,1.0
29,2,briza maxima,1.0
29,2,vulpia bromoides,3.0
29,2,briza minor,0.5
29,2,oxalis pes-caprae,0.5
29,2,haloragis heterophylla,10.0
29,2,plantago gaudichaudii,1.0
29,2,gonocarpus tetragynus,0.5
29,2,ptilotus macrocephalus,0.5
29,2,themeda triandra,66.0
29,2,schoenus apogon,7.0
29,2,BG,10.0
29,2,LM,1.0
29,2,L,2.0
29,3,briza minor,1.0
29,3,vulpia bromoides,0.5
29,3,aira caryophyllea,0.5
29,3,romulea rosea,0.5
29,3,centaurium erythraea,0.5
29,3,hypochoeris radicata,0.5
29,3,plantago gaudichaudii,5.0
29,3,haloragis heterophylla,1.0
29,3,drosera peltata,0.5
29,3,helichrysum luteoalbum,0.5
29,3,gonocarpus tetragynus,0.5
29,3,eryngium ovinum,0.5
29,3,themeda triandra,64.0
29,3,lomandra nana,1.0
29,3,schoenus apogon,7.0
29,3,rytidosperma spp.,2.0
29,3,BG,14.0
29,3,LM,3.0
29,3,L,3.0
29,4,vulpia bromoides,10.0
29,4,briza minor,3.0
29,4,briza maxima,2.0
29,4,phalaris aquatica,4.0
29,4,centaurium erythraea,1.0
29,4,oxalis pes-caprae,0.5
29,4,romulea rosea,1.0
29,4,haloragis heterophylla,10.0
29,4,gonocarpus tetragynus,1.0
29,4,tricoryne elatior,0.5
29,4,themeda triandra,61.0
29,4,schoenus apogon,2.0
29,4,BG,9.0
29,4,LM,1.0
29,4,L,5.0
29,5,plantago lanceolata,10.0
29,5,vulpia bromoides,2.0
29,5,briza minor,1.0
29,5,briza maxima,3.0
29,5,centaurium erythraea,0.5
29,5,calocephalus citreus,1.0
29,5,haloragis heterophylla,5.0
29,5,oxalis radicosa,0.5
29,5,microtis unifolia,0.5
29,5,themeda triandra,55.0
29,5,tricoryne elatior,0.5
29,5,schoenus apogon,2.0
29,5,elymus scaber,0.5
29,5,BG,21.0
29,5,LM,1.0
29,5,L,10.0
29,6,plantago lanceolata,1.0
29,6,haloragis heterophylla,12.0
29,6,asperula conferta,0.5
29,6,plantago gaudichaudii,1.0
29,6,themeda triandra,64.0
29,6,tricoryne elatior,2.0
29,6,schoenus apogon,2.0
29,6,BG,21.0
29,6,LM,1.0
29,6,L,4.0
29,7,plantago lanceolata,9.0
29,7,asperula conferta,2.0
29,7,rytidosperma spp.,4.0
29,7,themeda triandra,41.0
29,7,juncus sp.,0.5
29,7,BG,41.0
29,7,LM,0.5
29,7,L,11.0
29,8,plantago lanceolata,4.0
29,8,haloragis heterophylla,20.0
29,8,asperula conferta,2.0
29,8,plantago gaudichaudii,2.0
29,8,themeda triandra,40.0
29,8,elymus scaber,2.0
29,8,lomandra filiformis,11.0
29,8,BG,21.0
29,8,LM,1.0
29,8,L,5.0
29,9,plantago lanceolata,1.0
29,9,avena fatua / barbata,1.0
29,9,geranium pallidiflorum,10.0
29,9,asperula conferta,4.0
29,9,kennedia prostrata,3.0
29,9,tricoryne elatior,2.0
29,9,themeda triandra,57.0
29,9,BG,22.0
29,9,LM,1.0
29,9,L,7.0
29,10,avena fatua / barbata,20.0
29,10,sonchus oleraceus,0.5
29,10,vulpia bromoides,1.0
29,10,plantago lanceolata,0.5
29,10,bromus hordeaceus,3.0
29,10,geranium pallidiflorum,5.0
29,10,themeda triandra,25.0
29,10,BG,41.0
29,10,LM,0.5
29,10,L,12.0
30,1,romulea rosea,0.5
30,1,plantago lanceolata,3.0
30,1,aira caryophyllea,1.0
30,1,vulpia bromoides,0.5
30,1,plantago gaudichaudii,5.0
30,1,oxalis radicosa,0.5
30,1,calocephalus citreus,2.0
30,1,acaena echinata,1.0
30,1,convolvulus angustissimus,3.0
30,1,themeda triandra,55.0
30,1,austrostipa spp.,0.5
30,1,rytidosperma spp.,3.0
30,1,caesia calliantha,0.5
30,1,BG,26.0
30,1,LM,2.0
30,1,L,3.0
30,2,plantago lanceolata,0.5
30,2,aira caryophyllea,5.0
30,2,romulea rosea,0.5
30,2,vulpia bromoides,0.5
30,2,centaurium erythraea,1.0
30,2,briza minor,0.5
30,2,plantago gaudichaudii,4.0
30,2,calocephalus citreus,6.0
30,2,chrysocephalum apiculatum,1.0
30,2,themeda triandra,44.0
30,2,rytidosperma spp.,6.0
30,2,schoenus apogon,1.0
30,2,elymus scaber,0.5
30,2,BG,30.0
30,2,LM,5.0
30,2,L,4.0
30,3,briza minor,3.0
30,3,vulpia bromoides,0.5
30,3,centaurium erythraea,0.5
30,3,centaurium erythraea,1.0
30,3,aira caryophyllea,3.0
30,3,romulea rosea,0.5
30,3,plantago gaudichaudii,4.0
30,3,convolvulus angustissimus,0.5
30,3,drosera peltata,0.5
30,3,cheilanthes austrotenuifolia,0.5
30,3,themeda triandra,42.0
30,3,caesia calliantha,2.0
30,3,rytidosperma spp.,2.0
30,3,schoenus apogon,5.0
30,3,BG,40.0
30,3,LM,12.0
30,3,L,3.0
30,4,briza minor,1.0
30,4,vulpia bromoides,1.0
30,4,aira caryophyllea,0.5
30,4,centaurium erythraea,0.5
30,4,romulea rosea,2.0
30,4,plantago gaudichaudii,2.0
30,4,convolvulus angustissimus,0.5
30,4,calocephalus citreus,0.5
30,4,eryngium ovinum,1.0
30,4,themeda triandra,57.0
30,4,rytidosperma spp.,4.0
30,4,schoenus apogon,4.0
30,4,isolepis marginata,0.5
30,4,BG,28.0
30,4,LM,4.0
30,4,L,3.0
30,5,romulea rosea,4.0
30,5,vulpia bromoides,0.5
30,5,aira caryophyllea,0.5
30,5,plantago gaudichaudii,5.0
30,5,convolvulus angustissimus,1.0
30,5,themeda triandra,40.0
30,5,rytidosperma spp.,22.0
30,5,BG,26.0
30,5,LM,4.0
30,5,L,5.0
30,6,romulea rosea,1.0
30,6,centaurium erythraea,0.5
30,6,plantago gaudichaudii,3.0
30,6,convolvulus angustissimus,0.5
30,6,haloragis heterophylla,8.0
30,6,oxalis perennans,4.0
30,6,eryngium ovinum,1.0
30,6,themeda triandra,59.0
30,6,schoenus apogon,8.0
30,6,BG,15.0
30,6,LM,2.0
30,6,L,2.0
30,7,romulea rosea,2.0
30,7,convolvulus angustissimus,0.5
30,7,haloragis heterophylla,25.0
30,7,themeda triandra,55.0
30,7,rytidosperma spp.,0.5
30,7,schoenus apogon,5.0
30,7,BG,13.0
30,7,LM,4.0
30,7,L,3.0
30,8,aira caryophyllea,0.5
30,8,oxalis pes-caprae,1.0
30,8,wahlenbergia communis,0.5
30,8,themeda triandra,83.0
30,8,schoenus apogon,3.0
30,8,BG,11.0
30,8,LM,1.0
30,8,L,4.0
30,9,briza maxima,3.0
30,9,haloragis heterophylla,10.0
30,9,themeda triandra,42.0
30,9,tricoryne elatior,4.0
30,9,lomandra filiformis,10.0
30,9,schoenus apogon,2.0
30,9,elymus scaber,0.5
30,9,rytidosperma spp.,4.0
30,9,BG,22.0
30,9,LM,1.0
30,9,L,12.0
30,10,briza minor,1.0
30,10,aira caryophyllea,0.5
30,10,vulpia bromoides,0.5
30,10,briza maxima,0.5
30,10,chrysocephalum apiculatum,5.0
30,10,haloragis heterophylla,7.0
30,10,themeda triandra,50.0
30,10,tricoryne elatior,3.0
30,10,schoenus apogon,0.5
30,10,rytidosperma spp.,3.0
30,10,BG,25.0
30,10,LM,4.0
30,10,L,11.0
31,1,romulea rosea,0.5
31,1,sonchus oleraceus,4.0
31,1,hypochoeris radicata,1.0
31,1,briza minor,0.5
31,1,anthoxanthum odoratum,8.0
31,1,phalaris aquatica,0.5
31,1,plantago lanceolata,8.0
31,1,senecio quadridentatus,0.5
31,1,haloragis heterophylla,0.5
31,1,themeda triandra,30.0
31,1,rytidosperma spp.,15.0
31,1,schoenus apogon,0.5
31,1,dichelachne crinita,1.0
31,1,elymus scaber,1.0
31,1,rytidosperma spp.,1.0
31,1,BG,28.0
31,1,L,3.0
31,2,romulea rosea,1.0
31,2,plantago lanceolata,3.0
31,2,briza minor,1.0
31,2,aira caryophyllea,0.5
31,2,anthoxanthum odoratum,16.0
31,2,hypochoeris radicata,3.0
31,2,phalaris aquatica,3.0
31,2,senecio quadridentatus,3.0
31,2,haloragis heterophylla,0.5
31,2,eryngium ovinum,5.0
31,2,rytidosperma spp.,12.0
31,2,juncus sp.,3.0
31,2,dichelachne crinita,3.0
31,2,elymus scaber,0.5
31,2,BG,47.0
31,2,L,2.0
31,3,romulea rosea,1.0
31,3,plantago lanceolata,10.0
31,3,briza minor,0.5
31,3,anthoxanthum odoratum,5.0
31,3,hypochoeris radicata,0.5
31,3,aira caryophyllea,0.5
31,3,senecio quadridentatus,1.0
31,3,themeda triandra,35.0
31,3,rytidosperma spp.,1.0
31,3,schoenus apogon,3.0
31,3,elymus scaber,0.5
31,3,dichelachne crinita,5.0
31,3,rytidosperma spp.,16.0
31,3,BG,21.0
31,3,L,5.0
31,4,romulea rosea,2.0
31,4,plantago lanceolata,6.0
31,4,lachnagrostis punicea ssp. punicea,1.0
31,4,anthoxanthum odoratum,8.0
31,4,hypochoeris radicata,2.0
31,4,phalaris minor,4.0
31,4,senecio quadridentatus,5.0
31,4,eryngium vesiculosum,2.0
31,4,themeda triandra,22.0
31,4,rytidosperma spp.,8.0
31,4,schoenus apogon,5.0
31,4,tricoryne elatior,2.0
31,4,elymus scaber,1.0
31,4,dichelachne crinita,5.0
31,4,rytidosperma spp.,2.0
31,4,BG,25.0
31,4,L,3.0
31,5,romulea rosea,0.5
31,5,sonchus oleraceus,0.5
31,5,plantago lanceolata,4.0
31,5,aira caryophyllea,0.5
31,5,anthoxanthum odoratum,3.0
31,5,briza minor,0.5
31,5,senecio quadridentatus,0.5
31,5,haloragis heterophylla,0.5
31,5,microseris scapigera,2.0
31,5,solenogyne dominii,0.5
31,5,chrysocephalum apiculatum,0.5
31,5,veronica gracilis,0.5
31,5,themeda triandra,35.0
31,5,rytidosperma spp.,12.0
31,5,rytidosperma spp.,7.5
31,5,elymus scaber,0.5
31,5,poa lab.,0.5
31,5,BG,34.0
31,5,L,1.0
31,6,romulea rosea,1.0
31,6,sonchus oleraceus,0.5
31,6,centaurium erythraea,0.5
31,6,plantago lanceolata,4.0
31,6,briza minor,0.5
31,6,anthoxanthum odoratum,8.0
31,6,hypochoeris radicata,0.5
31,6,senecio quadridentatus,6.0
31,6,asperula conferta,1.0
31,6,haloragis heterophylla,1.0
31,6,calocephalus lacteus,2.0
31,6,calocephalus citreus,0.5
31,6,convolvulus angustissimus,3.0
31,6,eryngium ovinum,3.0
31,6,microseris scapigera,0.5
31,6,themeda triandra,35.0
31,6,rytidosperma spp.,10.0
31,6,schoenus apogon,1.0
31,6,tricoryne elatior,0.5
31,6,dichelachne crinita,2.0
31,6,rytidosperma spp.,0.5
31,6,BG,19.0
31,6,L,1.0
31,7,romulea rosea,1.0
31,7,sonchus oleraceus,2.0
31,7,plantago lanceolata,3.0
31,7,aira caryophyllea,0.5
31,7,anthoxanthum odoratum,5.0
31,7,briza minor,0.5
31,7,senecio quadridentatus,3.0
31,7,haloragis heterophylla,2.0
31,7,themeda triandra,45.0
31,7,rytidosperma spp.,0.5
31,7,rytidosperma spp.,3.0
31,7,schoenus apogon,3.0
31,7,BG,30.0
31,8,romulea rosea,2.0
31,8,sonchus oleraceus,1.0
31,8,plantago lanceolata,6.0
31,8,briza minor,2.0
31,8,anthoxanthum odoratum,10.0
31,8,aira caryophyllea,0.5
31,8,themeda triandra,30.0
31,8,rytidosperma spp.,7.0
31,8,rytidosperma spp.,2.0
31,8,hypochoeris radicata,2.0
31,8,elymus scaber,2.0
31,8,dichelachne crinita,0.5
31,8,BG,30.0
31,8,L,0.5
31,9,romulea rosea,2.0
31,9,sonchus oleraceus,1.0
31,9,plantago lanceolata,2.0
31,9,aira caryophyllea,0.5
31,9,briza minor,1.0
31,9,anthoxanthum odoratum,9.0
31,9,hypochoeris radicata,3.0
31,9,phalaris aquatica,5.0
31,9,themeda triandra,5.0
31,9,rytidosperma spp.,20.0
31,9,rytidosperma spp.,10.0
31,9,schoenus apogon,1.0
31,9,poa lab.,0.5
31,9,dichelachne crinita,0.5
31,9,BG,38.0
31,10,romulea rosea,1.0
31,10,sonchus oleraceus,1.0
31,10,plantago lanceolata,6.0
31,10,anthoxanthum odoratum,5.0
31,10,briza minor,1.0
31,10,senecio quadridentatus,4.0
31,10,convolvulus angustissimus,7.0
31,10,haloragis heterophylla,3.0
31,10,veronica gracilis,0.5
31,10,themeda triandra,40.0
31,10,rytidosperma spp.,1.0
31,10,rytidosperma spp.,0.5
31,10,poa lab.,1.0
31,10,dichelachne crinita,0.5
31,10,BG,29.0
31,10,L,8.0
32,1,romulea rosea,1.0
32,1,sonchus oleraceus,3.0
32,1,plantago lanceolata,4.0
32,1,anthoxanthum odoratum,3.0
32,1,hypochoeris radicata,4.0
32,1,veronica gracilis,1.0
32,1,themeda triandra,46.0
32,1,rytidosperma spp.,15.0
32,1,rytidosperma spp.,5.0
32,1,schoenus apogon,5.0
32,1,dichelachne crinita,0.5
32,1,poa lab.,0.5
32,1,BG,10.0
32,1,LM,1.0
32,1,L,4.0
32,2,romulea rosea,4.0
32,2,sonchus oleraceus,2.0
32,2,plantago lanceolata,5.0
32,2,aira cupaniana,0.5
32,2,anthoxanthum odoratum,15.0
32,2,veronica gracilis,0.5
32,2,rumex brownii,0.5
32,2,themeda triandra,50.0
32,2,rytidosperma spp.,10.0
32,2,rytidosperma spp.,0.5
32,2,poa lab.,2.0
32,2,BG,9.0
32,2,LM,1.0
32,2,L,6.0
32,3,romulea rosea,1.0
32,3,anthoxanthum odoratum,20.0
32,3,senecio quadridentatus,1.0
32,3,themeda triandra,20.0
32,3,rytidosperma spp.,6.0
32,3,dichelachne crinita,0.5
32,3,poa lab.,30.0
32,3,BG,17.0
32,4,romulea rosea,2.0
32,4,sonchus oleraceus,3.0
32,4,ulex europaeus,0.5
32,4,plantago lanceolata,5.0
32,4,anthoxanthum odoratum,8.0
32,4,senecio quadridentatus,4.0
32,4,solenogyne dominii,0.5
32,4,themeda triandra,11.5
32,4,rytidosperma spp.,10.0
32,4,rytidosperma spp.,0.5
32,4,schoenus apogon,2.0
32,4,lomandra filiformis,10.0
32,4,poa lab.,1.0
32,4,BG,35.0
32,4,LM,0.5
32,4,L,18.0
32,5,romulea rosea,2.0
32,5,sonchus oleraceus,0.5
32,5,plantago lanceolata,7.0
32,5,anthoxanthum odoratum,3.0
32,5,senecio quadridentatus,1.0
32,5,calocephalus citreus,20.0
32,5,solenogyne dominii,0.5
32,5,rytidosperma spp.,40.0
32,5,rytidosperma spp.,16.0
32,5,BG,10.0
32,5,L,3.0
32,6,romulea rosea,0.5
32,6,plantago lanceolata,0.5
32,6,centaurium erythraea,0.5
32,6,anthoxanthum odoratum,10.0
32,6,senecio quadridentatus,0.5
32,6,themeda triandra,55.0
32,6,rytidosperma spp.,2.0
32,6,rytidosperma spp.,0.5
32,6,schoenus apogon,7.0
32,6,lomandra filiformis,10.0
32,6,BG,15.0
32,6,LM,3.0
32,6,L,3.0
32,7,romulea rosea,0.5
32,7,sonchus oleraceus,2.0
32,7,plantago lanceolata,3.0
32,7,anthoxanthum odoratum,20.0
32,7,haloragis heterophylla,5.0
32,7,themeda triandra,50.0
32,7,rytidosperma spp.,8.0
32,7,rytidosperma spp.,0.5
32,7,tricoryne elatior,0.5
32,7,poa lab.,0.5
32,7,BG,10.0
32,7,LM,0.5
32,7,L,5.0
32,8,romulea rosea,0.5
32,8,sonchus oleraceus,5.0
32,8,plantago lanceolata,5.0
32,8,anthoxanthum odoratum,9.0
32,8,haloragis heterophylla,1.0
32,8,veronica gracilis,3.0
32,8,solenogyne dominii,0.5
32,8,themeda triandra,35.0
32,8,rytidosperma spp.,25.0
32,8,rytidosperma spp.,3.0
32,8,tricoryne elatior,0.5
32,8,poa lab.,1.0
32,8,dichelachne crinita,2.0
32,8,BG,8.0
32,8,LM,0.5
32,8,L,3.0
32,9,romulea rosea,0.5
32,9,sonchus oleraceus,2.0
32,9,rubus sp.,3.0
32,9,anthoxanthum odoratum,8.0
32,9,senecio quadridentatus,1.0
32,9,themeda triandra,42.5
32,9,rytidosperma spp.,5.0
32,9,poa lab.,30.0
32,9,BG,8.0
32,10,romulea rosea,0.5
32,10,sonchus oleraceus,2.0
32,10,plantago lanceolata,4.0
32,10,anthoxanthum odoratum,6.0
32,10,hypochoeris radicata,3.0
32,10,senecio quadridentatus,1.0
32,10,haloragis heterophylla,0.5
32,10,veronica gracilis,2.0
32,10,themeda triandra,45.0
32,10,rytidosperma spp.,18.0
32,10,poa lab.,5.0
32,10,BG,13.5
32,10,LM,0.5
32,10,L,3.0
33,1,vulpia bromoides,10.0
33,1,romulea rosea,0.5
33,1,bromus hordeaceus,20.0
33,1,plantago lanceolata,5.0
33,1,holcus lanatus,5.0
33,1,lolium perenne,0.5
33,1,avena fatua / barbata,3.0
33,1,hypochoeris radicata,2.0
33,1,briza minor,0.5
33,1,senecio quadridentatus,5.0
33,1,asperula conferta,1.0
33,1,acaena echinata,2.0
33,1,oxalis perennans,0.5
33,1,veronica gracilis,0.5
33,1,themeda triandra,12.0
33,1,rytidosperma spp.,3.0
33,1,microlaena stipoides,7.0
33,1,elymus scaber,0.5
33,1,arthropodium strictum,0.5
33,1,BG,18.0
33,1,LM,0.5
33,1,L,4.0
33,1,R,6.0
33,2,holcus lanatus,4.0
33,2,vulpia bromoides,1.0
33,2,sonchus oleraceus,0.5
33,2,plantago lanceolata,10.0
33,2,avena fatua / barbata,4.0
33,2,briza maxima,10.0
33,2,briza minor,0.5
33,2,arctotheca calendula,0.5
33,2,senecio quadridentatus,0.5
33,2,asperula conferta,0.5
33,2,acaena echinata,2.0
33,2,themeda triandra,25.0
33,2,rytidosperma spp.,2.0
33,2,tricoryne elatior,0.5
33,2,microlaena stipoides,15.0
33,2,elymus scaber,0.5
33,2,BG,21.0
33,2,L,11.0
33,3,holcus lanatus,2.0
33,3,briza maxima,5.0
33,3,vulpia bromoides,1.0
33,3,romulea rosea,0.5
33,3,bromus hordeaceus,10.0
33,3,sonchus oleraceus,0.5
33,3,plantago lanceolata,8.0
33,3,briza minor,0.5
33,3,avena fatua / barbata,6.0
33,3,lolium perenne,0.5
33,3,phalaris aquatica,0.5
33,3,oxalis radicosa,1.0
33,3,themeda triandra,2.0
33,3,rytidosperma spp.,2.0
33,3,microlaena stipoides,50.0
33,3,elymus scaber,0.5
33,3,dichelachne crinita,0.5
33,3,BG,8.0
33,3,L,5.0
33,3,R,3.0
33,4,romulea rosea,0.5
33,4,bromus hordeaceus,10.0
33,4,plantago lanceolata,25.0
33,4,avena fatua / barbata,20.0
33,4,holcus lanatus,5.0
33,4,lachnagrostis punicea ssp. punicea,0.5
33,4,asperula conferta,0.5
33,4,acaena novae-zelandiae,4.0
33,4,rytidosperma spp.,10.0
33,4,dichelachne crinita,0.5
33,4,microlaena stipoides,5.0
33,4,BG,19.0
33,4,L,6.0
33,5,vulpia bromoides,1.0
33,5,bromus hordeaceus,5.0
33,5,plantago lanceolata,4.0
33,5,avena fatua / barbata,10.0
33,5,briza maxima,3.0
33,5,briza minor,0.5
33,5,oxalis perennans,0.5
33,5,microlaena stipoides,30.0
33,5,arthropodium strictum,0.5
33,5,elymus scaber,0.5
33,5,BG,41.0
33,5,L,21.0
33,5,R,3.0
33,6,vulpia bromoides,2.0
33,6,romulea rosea,0.5
33,6,plantago lanceolata,6.0
33,6,avena fatua / barbata,3.0
33,6,lolium perenne,0.5
33,6,hypochoeris radicata,1.0
33,6,briza maxima,0.5
33,6,briza minor,0.5
33,6,dactylis glomerata,0.5
33,6,rytidosperma spp.,0.5
33,6,chloris truncata,0.5
33,6,caesia calliantha,1.0
33,6,aira caryophyllea,0.5
33,6,microlaena stipoides,10.0
33,6,elymus scaber,1.0
33,6,BG,56.0
33,6,LM,1.0
33,6,L,4.0
33,6,R,18.0
33,7,vulpia bromoides,10.0
33,7,romulea rosea,1.0
33,7,bromus hordeaceus,30.0
33,7,plantago lanceolata,7.0
33,7,briza minor,1.0
33,7,briza maxima,1.0
33,7,avena fatua / barbata,1.0
33,7,ptilotus macrocephalus,0.5
33,7,rytidosperma spp.,0.5
33,7,austrostipa spp.,2.0
33,7,juncus sp.,1.0
33,7,microlaena stipoides,30.0
33,7,BG,15.0
33,7,L,5.0
33,7,R,2.0
33,8,vulpia bromoides,2.0
33,8,romulea rosea,0.5
33,8,bromus hordeaceus,12.0
33,8,sonchus oleraceus,5.0
33,8,plantago lanceolata,12.0
33,8,briza maxima,5.0
33,8,briza minor,0.5
33,8,anthoxanthum odoratum,2.0
33,8,acaena echinata,0.5
33,8,rytidosperma spp.,0.5
33,8,microlaena stipoides,8.0
33,8,elymus scaber,2.0
33,8,BG,41.0
33,8,L,23.0
33,8,R,1.0
33,9,romulea rosea,0.5
33,9,bromus hordeaceus,10.0
33,9,plantago lanceolata,9.0
33,9,lachnagrostis punicea ssp. punicea,3.0
33,9,galium aprine,0.5
33,9,holcus lanatus,4.0
33,9,avena fatua / barbata,10.0
33,9,acaena novae-zelandiae,0.5
33,9,rytidosperma spp.,1.0
33,9,austrostipa spp.,0.5
33,9,microlaena stipoides,5.0
33,9,arthropodium strictum,0.5
33,9,elymus scaber,1.0
33,9,BG,41.0
33,9,L,19.0
33,9,R,10.0
33,10,vulpia bromoides,9.0
33,10,romulea rosea,0.5
33,10,bromus hordeaceus,9.0
33,10,sonchus oleraceus,0.5
33,10,plantago lanceolata,1.0
33,10,avena fatua / barbata,10.0
33,10,holcus lanatus,2.0
33,10,briza minor,9.0
33,10,dactylis glomerata,0.5
33,10,lolium perenne,0.5
33,10,aira caryophyllea,9.0
33,10,oxalis perennans,1.0
33,10,microlaena stipoides,28.0
33,10,elymus scaber,0.5
33,10,BG,16.0
33,10,L,8.0
33,10,R,3.0
34,1,briza maxima,3.0
34,1,bromus hordeaceus,0.5
34,1,plantago lanceolata,7.0
34,1,nassella neesiana,4.0
34,1,arctotheca calendula,1.0
34,1,vulpia bromoides,1.0
34,1,juncus sp.,1.0
34,1,themeda triandra,60.0
34,1,austrostipa spp.,14.0
34,1,BG,9.0
34,1,LM,2.0
34,1,L,2.5
34,2,hypochoeris radicata,1.0
34,2,briza maxima,2.0
34,2,briza minor,1.0
34,2,plantago lanceolata,2.0
34,2,phalaris aquatica,12.0
34,2,vulpia bromoides,10.0
34,2,nassella neesiana,10.0
34,2,avena fatua / barbata,2.0
34,2,bromus hordeaceus,1.0
34,2,dactylis glomerata,0.5
34,2,geranium inundatum,1.0
34,2,themeda triandra,40.0
34,2,BG,17.5
34,2,LM,3.0
34,3,plantago lanceolata,8.0
34,3,phalaris aquatica,30.0
34,3,briza maxima,1.0
34,3,avena fatua / barbata,2.0
34,3,vulpia bromoides,2.0
34,3,bromus hordeaceus,1.0
34,3,nassella neesiana,4.0
34,3,dactylis glomerata,1.0
34,3,oxalis exilis,1.0
34,3,senecio quadridentatus,0.5
34,3,themeda triandra,30.0
34,3,BG,20.0
34,3,LM,2.0
34,3,L,3.0
34,4,avena fatua / barbata,4.0
34,4,briza maxima,12.0
34,4,romulea rosea,0.5
34,4,phalaris aquatica,8.0
34,4,nassella neesiana,6.0
34,4,vulpia bromoides,5.0
34,4,plantago lanceolata,3.0
34,4,bromus hordeaceus,1.0
34,4,themeda triandra,45.0
34,4,dichelachne crinita,0.5
34,4,BG,15.0
34,4,LM,0.5
34,4,L,4.5
34,5,briza maxima,5.0
34,5,vulpia bromoides,1.0
34,5,avena fatua / barbata,2.0
34,5,plantago lanceolata,2.0
34,5,dactylis glomerata,5.0
34,5,romulea rosea,0.5
34,5,senecio quadridentatus,1.0
34,5,themeda triandra,62.0
34,5,rytidosperma spp.,5.0
34,5,microlaena stipoides,5.0
34,5,amphibromus nervosus,1.0
34,5,elymus scaber,0.5
34,5,BG,10.0
34,5,LM,1.0
34,5,L,2.0
34,6,briza maxima,5.0
34,6,plantago lanceolata,10.0
34,6,avena fatua / barbata,5.0
34,6,phalaris aquatica,4.0
34,6,vulpia bromoides,3.0
34,6,senecio quadridentatus,2.0
34,6,veronica gracilis,3.0
34,6,geranium aff. retrorsum,0.5
34,6,dianella amoena,2.0
34,6,tricoryne elatior,0.5
34,6,poa lab.,30.0
34,6,microlaena stipoides,2.0
34,6,juncus sp.,0.5
34,6,themeda triandra,12.0
34,6,BG,21.0
34,6,LM,1.0
34,6,L,1.0
34,7,briza maxima,5.0
34,7,plantago lanceolata,3.0
34,7,vulpia bromoides,5.0
34,7,avena fatua / barbata,2.0
34,7,veronica gracilis,6.0
34,7,elymus scaber,2.0
34,7,themeda triandra,48.5
34,7,rytidosperma spp.,3.0
34,7,poa lab.,7.0
34,7,microlaena stipoides,3.0
34,7,rytidosperma spp.,0.5
34,7,BG,15.0
34,7,LM,1.0
34,7,L,2.0
34,8,briza maxima,5.0
34,8,avena fatua / barbata,4.0
34,8,phalaris aquatica,6.0
34,8,plantago lanceolata,1.0
34,8,veronica gracilis,1.0
34,8,geranium potentilloides var. potentilloides,1.0
34,8,poa lab.,4.0
34,8,themeda triandra,55.0
34,8,rytidosperma spp.,3.0
34,8,elymus scaber,3.0
34,8,BG,14.0
34,8,LM,1.0
34,8,L,3.0
34,9,plantago lanceolata,15.0
34,9,hypochoeris radicata,1.0
34,9,briza maxima,3.0
34,9,avena fatua / barbata,2.0
34,9,acaena ovinum,1.0
34,9,themeda triandra,40.0
34,9,microlaena stipoides,5.0
34,9,poa lab.,2.0
34,9,austrostipa spp.,4.0
34,9,rytidosperma spp.,2.0
34,9,BG,25.0
34,9,LM,1.0
34,9,L,3.0
34,9,R,2.0
34,10,avena fatua / barbata,2.0
34,10,plantago lanceolata,3.0
34,10,briza maxima,3.0
34,10,arctotheca calendula,3.0
34,10,phalaris aquatica,3.0
34,10,senecio quadridentatus,4.0
34,10,poa lab.,4.0
34,10,microlaena stipoides,3.0
34,10,austrostipa spp.,10.0
34,10,themeda triandra,30.0
34,10,BG,12.0
34,10,LM,1.0
34,10,L,2.0
34,10,R,23.0
35,1,vulpia bromoides,1.0
35,1,romulea rosea,1.0
35,1,nassella neesiana,3.0
35,1,plantago lanceolata,9.0
35,1,briza minor,2.0
35,1,aira caryophyllea,0.5
35,1,avena fatua / barbata,1.0
35,1,geranium inundatum,0.5
35,1,themeda triandra,16.0
35,1,rytidosperma spp.,6.0
35,1,poa lab.,5.0
35,1,elymus scaber,2.0
35,1,BG,45.0
35,1,L,0.5
35,1,R,7.5
35,2,vulpia bromoides,0.5
35,2,romulea rosea,2.0
35,2,bromus hordeaceus,0.5
35,2,nassella neesiana,10.0
35,2,plantago lanceolata,15.0
35,2,briza minor,2.0
35,2,aira caryophyllea,0.5
35,2,arctotheca calendula,1.0
35,2,avena fatua / barbata,4.0
35,2,geranium inundatum,15.0
35,2,themeda triandra,5.0
35,2,BG,45.0
35,2,L,0.5
35,3,romulea rosea,1.0
35,3,nassella neesiana,6.0
35,3,plantago lanceolata,8.0
35,3,avena fatua / barbata,0.5
35,3,arctotheca calendula,1.0
35,3,briza minor,0.5
35,3,geranium inundatum,5.0
35,3,themeda triandra,6.0
